,text,root
5254,"SCOTUS struck down #RoeVWade. Mitch McConnell says if Republicans gain control of Congress, they can ban abortion nation wide. Don’t be like Susan Collins. Believe what the say. Believe what you know is true.",NARAL
5255,Seeing Christians who support abortion are the same ones who struggle obeying the Bible because it’s too challenging for their conscience.,March_for_life
5256,Pray and turn to the Holy Spirit before you have a conversation about abortion with a family member or friend,March_for_life
5257,"More women will die. That is what Dobbs means. This does not stop abortion, it stop safe abortion. The rest of the decision means all of privacy law is on its head. Roe was pivotal in establishing the right to privacy. #lawtwitter",NARAL
5258,"It’s Saturday, June 25th of the year of our Lord 2022, and Roe v. Wade is still overturned. Thanks be to God.",March_for_life
5259,"Any action that directly ends human life (abortion, death penalty, etc.) must be tightly regulated and/or banned. Certainly isn’t a “human right”.",March_for_life
5260,"Jesus was a Jew in the first century. Judaism believes in abortion if the mother's health -- physical, mental, and financial -- is affected. Judaism also believes life starts at first breath. Years after Jesus, the Christianity become more anti-Semitic. Truth.",NARAL
5261,"And just like that they got an entire country before the midterms to focus on abortion, and not inflation,massive debt,mandates,war,food shortages...funny how that works.",March_for_life
5262,"I'm seeing alot of white women posting &amp; sharing horrible memes that say ""I'm not pro-murdering babies"" &amp; lists hyper-traumatic examples of when an #abortion is necessary. STOP!! It's not a pro-abortion post you're promoting a regulated/qualifying framework of having an abortion.",NARAL
5263,"black ppl who support abortion:

do y’all know the history of planned parenthood? do y’all know our population would be 25% larger if it wasn’t for abortion?

it always makes me so sad to see black ppl support an organization that was designed to destroy us.",March_for_life
5264,"So the people who want to abolish the Electoral College and go to direct democracy are now mad that abortion will be settled in statewide direct democracies. Is this because they dont like direct democracy, or because they might have to fight and maybe even lose.",NARAL
5265,Nobody invite me to do anything on July 4. We have no independence to celebrate. There's nothing about this #shitholecountry that I want to celebrate. #RoeVWade #SCOTUSIsCorrupt #IndependenceDay,NARAL
5266,"Abortion was never, ever a constitutional right.",March_for_life
5267,"ROE v WADE has ended, today is a great day. With millions of lives being saved.",March_for_life
5268,SCOTUS overturning Roe v Wade will save more lives than Biden’s new gun control law,March_for_life
5269,"META has a new policy that employees are not allowed to discuss the Supreme Court decision on abortion on their internal platforms. 

Do you think companies should be about their work and mission during work time, &amp; employees' political issues should be kept for out-of-work time?",March_for_life
5270,How about we cease traveling to any state that bans abortion for a start.,NARAL
5271,"If you want legalized abortion, would you pick up a gun, and kill fellow Americans to protect it? 

#prochoice #proaborts #RoeVsWade #JanesRevenge #abortion #RoeVsWadeOverturned",March_for_life
5272,I wasn’t raped &amp; I had an abortion. I wasn’t a victim of incest &amp; I had an abortion. I wasn’t on birth control &amp; I had an abortion. I wasn’t at risk of potential health issues &amp; I had an abortion. I HAD A CHOICE &amp; I HAD AN ABORTION!#MyAbortion #FuckYourReasons #ProChoice 💙,March_for_life
5273,"Please stop using foster care programs to debate abortion, they aren't full of 'unwanted children' they are full of wanted kids taken bc of social beliefs, poverty &amp; neglect caused from trauma, addiction &amp; domestic violence the state fails to address. So they take wanted kids.",NARAL
5274,"When Google and Tesla say they’re “protecting women’s rights” by funding your #abortion, what they really mean is: 
“Paying for you to kill your child is cheaper than paying for your maternity leave and the decrease of productivity for a few months.”

#RoeVWade #Trump2024",March_for_life
5275,"Anywayssss, Roe vs Wade is history friends 🥳",March_for_life
5276,Has the woke @NFL weighed in on Roe v Wade?,March_for_life
5277,People conflate HIPAA and privacy. Nope. Roe v Wade set out the basis of most of our privacy based protections. The decision spoke of the penumbras of privacy in the Constitution. Specifically in each of the Amendments and how they contribute. Dobbs does not even 1/3,NARAL
5278,The democrat party has now unleashed Antifa paid provokers to creat more hateful division around the abortion issue. Safe legal and rare is now I want to kill up until the moment of birth just because.,March_for_life
5279,Most of the people attacking me for being pro-life are men… makes a lot of sense if you think about it since men are more likely to benefit off of abortion.,March_for_life
5280,"""Our liberation is intertwined. Today's SCOTUS ruling on abortion is a direct assault on the civil liberties and rights of each and every single one of us. If you're not angry or don't feel this ruling affects you in any way, you're not paying attention."" --Drago Renterîa",NARAL
5281,"Right now there are women in at least 40 states who cannot have an abortion though they have made the choice to do so. They are being forced by the government to have their body used and abused. 

The government has outlawed women having control of their bodies",NARAL
5282,It's a good thing Gas is $5 dollars a gallon. It'll cost those abortion enthusiasts a fortune to drive to the murder scene. Maybe they will think about their actions before making irrational decisions.,March_for_life
5283,"Interesting how #RoeVWade was decided in a year most abortion enthusiasts were calling the US military ""baby killers"" 🤔",March_for_life
5284,"The White House today hosted a meeting with the attorneys general of Michigan and Minnesota on abortion rights. Vice President Harris ""joined the meeting and reaffirmed the Administration’s commitment to fighting for reproductive rights,"" per readout.",NARAL
5285,"These are the TOP employers in the U.S. right now. Tweet them to ask how they will be supporting their employees in a post-Roe world.

#RoeVWade #SCOTUS #Abortion

@Walmart @AlliedUniversal @Accenture @FedEx @HomeDepot @yumbrands @kroger @BerkshireHathEC @IBM @UPS @Target @DHLUS",NARAL
5286,The overturn of #RoeVsWade is just the beginning. Change is coming. The fight isn’t over yet. #abortion is murder. Praying for the safety all #SCOTUS Justices.,March_for_life
5287,"Women who have had, 
or helped 
someone abort a child, must defend abortion because the alternative is to face the fact 
that they have done 
a monstrously evil thing. They murdered an innocent child.
#RoeVsWade",March_for_life
5288,"The right and left both shout “my body my choice” but for completely different reasons. 

If you really believe in it, apply it to everything. 

Vax, no vax
Abortion, no abortion

I may disagree with your decision but I wholeheartedly support your right to make it",NARAL
5289,"ALL abortions in AL are now illegal, unless performed to save the life of the mother in a ""clear and immediate"" medical need---**Including pregnancies resulting from rape and incest**. Performing an abortion on a raped child is now a Class A felony.",NARAL
5290,"One Nation under God, cannot alienate it's self from God.  abortion on demand alienates people from God.",March_for_life
